ingestion_year,ingestion_month,ingestion_day,id_sistema_cliente,macroactivo,cod_activo,aba,cod_perfil_riesgo,cod_banca,year,month
2024,3,22,10020203023,Renta Fija,1001,667511500,1468,PR,2024,3
2023,12,19,1.009E+11,FICs,10007,395507397.8,1467,PF,2023,12
2023,11,27,1.00901E+11,FICs,1019,28338017.98,1467,EG,2023,11
2023,12,8,10032184607,Renta Variable,1014,6138000,1468,PN,2023,12
2023,11,30,10032184607,Renta Variable,None,3962700,1468,PN,2023,11
2024,1,29,10079142847,Renta Variable,1004,3566400,1468,PF,2024,1
2023,11,27,1.009E+11,FICs,10007,691767984.1,1467,PF,2023,11
2024,4,22,10020203023,FICs,1019,148482121.6,1468,PR,2024,4
2024,1,30,10079142847,Renta Variable,1017,2600900,1468,PF,2024,1
2024,2,14,10032184607,Renta Variable,1002,9270000,1468,PN,2024,2
2024,2,9,1.0083E+11,Renta Variable,1005,168328,1466,PY,2024,2
2024,3,28,1004870235,Renta Variable,1004,6868250,1469,PN,2024,3
2024,4,24,10039538018,FICs,10007,338727.06,1468,PN,2024,4
2024,1,23,10079142847,Renta Variable,1017,2687700,1468,PF,2024,1
2024,3,20,1.0089E+11,FICs,1019,147618085,1468,PR,2024,3
2024,1,30,10020203023,FICs,10007,11899078.68,1468,PR,2024,1
2023,12,6,10020203023,FICs,1019,94081844.28,1468,PR,2023,12
2024,4,5,10032184607,Renta Variable,1022,3287434.68,1468,PN,2024,4
2024,5,14,1.00105E+12,Renta Variable,1004,2265000,1466,PN,2024,5
2024,5,3,1.00109E+12,FICs,10007,1763.6,1468,PN,2024,5
2023,11,30,1.0083E+11,Renta Variable,1005,124658,1466,PY,2023,11
2024,3,12,10039616197,Renta Variable,1004,2060000,1466,PN,2024,3
2024,5,15,10032184607,Renta Variable,1011,9490000,1468,PN,2024,5
2023,12,12,10032184607,Renta Variable,1014,6107200,1468,PN,2023,12
2024,4,16,1.009E+11,FICs,10007,688130476.7,1467,PF,2024,4
2023,12,19,10039616197,Renta Variable,1004,2340000,1466,PN,2023,12
2024,3,15,10032184607,Renta Variable,1002,11505000,1468,PN,2024,3
2024,3,14,1.00105E+12,Renta Variable,1004,2080000,1466,PN,2024,3
2024,5,10,10032184607,Renta Variable,1014,7330400,1468,PN,2024,5
2024,1,8,10039616197,Renta Variable,1004,2445000,1466,PN,2024,1
2024,2,14,10014876058,Renta Variable,1012,7408000,1466,PN,2024,2
2024,1,15,10098522488,Renta Variable,1004,3562500,1466,PN,2024,1
2024,4,12,1.00114E+12,FICs,10007,10463.48,1468,PN,2024,4
2024,1,17,1.009E+11,FICs,1019,21773501.43,1467,PF,2024,1
2024,4,15,1.0089E+11,FICs,1008,22326871.56,1468,PR,2024,4
2024,3,5,10039616197,Renta Variable,1012,14297280,1466,PN,2024,3
2024,3,22,10026419826,Renta Variable,1005,90535,1466,PN,2024,3
2024,2,13,10032184607,Renta Variable,1011,8261100,1468,PN,2024,2
2024,1,25,10032184607,Renta Variable,1014,6754000,1468,PN,2024,1
2023,12,7,10039616197,Renta Variable,1005,74810.5,1466,PN,2023,12
2024,4,18,10020203023,FICs,1019,148331175.9,1468,PR,2024,4
2024,1,24,10020203023,Renta Fija,1000,364358800,1468,PR,2024,1
2024,4,1,10021382511,Renta Variable,1004,2075000,1466,PN,2024,4
2023,11,29,1.009E+11,FICs,1019,21377631.71,1467,PF,2023,11
2024,4,29,1.00109E+12,FICs,10007,1761.94,1468,PN,2024,4
2024,1,24,10032184607,Renta Variable,1002,9960000,1468,PN,2024,1
2023,12,4,1.00901E+11,FICs,1019,28396669.46,1467,EG,2023,12
2024,4,15,10039616197,Renta Variable,1012,16112000,1466,PN,2024,4
2024,2,6,10032184607,Renta Variable,1015,5650000,1468,PN,2024,2
2024,5,9,1.008E+11,FICs,1019,534145748.7,1467,PY,2024,5
2024,1,15,10036346714,Renta Variable,1004,1187500,1466,PN,2024,1
2024,3,22,10014876058,Renta Variable,1012,8954420,1466,PN,2024,3
2024,2,20,1.0083E+11,Renta Variable,1005,168328,1466,PY,2024,2
2024,2,12,10038643094,FICs,1018,85795631.02,1466,PN,2024,2
2024,2,12,10041560001,Renta Variable,1004,1157500,1466,PN,2024,2
2024,5,6,1.00114E+12,FICs,10007,10531.08,1468,PN,2024,5
2024,1,25,10020203023,FICs,None,473648803.6,1468,PR,2024,1
2024,4,3,10039616197,Renta Variable,1005,90535,1466,PN,2024,4
2024,3,26,10071747544,FICs,10007,371150.81,1469,PN,2024,3
2023,12,11,10079414250,Renta Variable,1004,1232500,1466,PN,2023,12
2024,2,1,10071747544,FICs,10007,614798.07,1469,PN,2024,2
2024,4,16,1.008E+11,FICs,1019,810349462.6,1467,PY,2024,4
2023,12,18,10032184607,Renta Variable,1022,5233011.12,1468,PN,2023,12
2024,3,27,10039616197,Renta Variable,1012,16451200,1466,PN,2024,3
2024,2,23,10039616197,Renta Variable,1012,14500800,1466,PN,2024,2
2024,1,22,1.00109E+12,FICs,10007,1719.31,1468,PN,2024,1
2024,2,20,10098522488,Renta Variable,1004,3405000,1466,PN,2024,2
2024,1,18,10014876058,Renta Variable,1012,8056200,1466,PN,2024,1
2023,11,30,10032184607,FICs,1019,75140.72,1468,PN,2023,11
2024,4,18,10020203023,FICs,1008,155888935.4,1468,PR,2024,4
2024,4,23,10032184607,Renta Variable,1011,9431600,1468,PN,2024,4
2024,4,8,10042890695,FICs,10007,30484675.13,None,PN,2024,4
2024,3,25,10032184607,Renta Variable,1016,5258820,1468,PN,2024,3
2024,2,21,10032184607,Renta Variable,1017,6536000,1468,PN,2024,2
2024,1,16,1.0089E+11,FICs,1008,21985060.94,1468,PR,2024,1
2024,2,21,10036346714,Renta Variable,1004,1140000,1466,PN,2024,2
2023,12,6,10071747544,FICs,10007,601058.69,1469,PN,2023,12
2024,3,7,1.009E+11,FICs,10007,618094349,1467,PF,2024,3
2024,4,17,1.008E+11,FICs,1019,810349462.6,1467,PY,2024,4
2024,4,26,10026419826,Renta Variable,1005,95300,1466,PN,2024,4
2024,1,29,1.0089E+11,FICs,1019,145406358.2,1468,PR,2024,1
2024,4,22,10032184607,Renta Variable,None,4539900,1468,PN,2024,4
2024,4,30,1.008E+11,FICs,1019,722587062.3,1467,PY,2024,4
2024,3,7,10032184607,Renta Variable,1014,7189600,1468,PN,2024,3
2024,2,22,1.00114E+12,FICs,10007,10347.78,1468,PN,2024,2
2024,4,22,1.00109E+12,FICs,10007,1758.33,1468,PN,2024,4
2024,4,5,10032184607,FICs,1019,78152.63,1468,PN,2024,4
2024,5,14,10039616197,Renta Variable,1012,15840640,1466,PN,2024,5
2024,4,19,10020203023,FICs,1020,65708738.77,1468,PR,2024,4
2024,1,19,10032184607,Renta Variable,1015,5620000,1468,PN,2024,1
2024,4,1,1.00901E+11,FICs,1019,1066757947,1467,EG,2024,4
2024,4,8,1.00114E+12,Renta Variable,1004,2290000,1466,PN,2024,4
2024,1,31,10020203023,FICs,1010,150906023.7,1468,PR,2024,1
2024,2,23,10032184607,FICs,1019,77275.3,1468,PN,2024,2
2024,2,9,10032184607,Renta Variable,1011,8622780,1468,PN,2024,2
2024,3,8,1004870235,Renta Variable,1004,6917900,1469,PN,2024,3
2024,1,2,1.0083E+11,Renta Variable,1005,150860,1466,PY,2024,1
2024,2,20,1.00901E+11,FICs,1019,1054526792,1467,EG,2024,2
2024,4,1,1.00114E+12,FICs,10007,10460.22,1468,PN,2024,4
2024,1,5,10038643094,Renta Variable,1005,90535,1466,PN,2024,1
2023,12,20,10032184607,Renta Variable,1022,5233011.12,1468,PN,2023,12
2024,4,1,10032184607,Renta Variable,1015,7450000,1468,PN,2024,4
2024,2,23,10020203023,FICs,None,410343583.8,1468,PR,2024,2
2024,2,22,10039616197,Renta Variable,1004,2330000,1466,PN,2024,2
2024,5,3,10032184607,Renta Variable,1017,9560000,1468,PN,2024,5
2024,3,4,1.009E+11,FICs,10007,617294298.6,1467,PF,2024,3
2024,4,26,10071747544,FICs,10007,373039.37,1469,PN,2024,4
2024,2,23,1.00109E+12,FICs,10007,1736.1,1468,PN,2024,2
2024,3,18,10039616197,Renta Variable,1004,2210000,1466,PN,2024,3
2024,4,26,10036346714,Renta Variable,1004,1152500,1466,PN,2024,4
2023,12,8,10039616197,Renta Variable,1012,13398400,1466,PN,2023,12
2023,11,24,1004870235,Renta Variable,1004,8275000,1469,PN,2023,11
2023,12,1,10032184607,Renta Variable,1016,4269300,1468,PN,2023,12
2024,4,22,1.00114E+12,FICs,10007,10481.71,1468,PN,2024,4
2024,3,8,10039616197,Renta Variable,1005,90535,1466,PN,2024,3
2023,12,13,1.00901E+11,FICs,1019,1030706638,1467,EG,2023,12
2024,3,18,10020203023,Renta Fija,1001,666691000,1468,PR,2024,3
2024,4,3,10032184607,Renta Variable,1016,5426400,1468,PN,2024,4
2024,2,2,10079142847,Renta Variable,1004,3484670,1468,PF,2024,2
2024,3,26,1.009E+11,FICs,1019,22193201.67,1467,PF,2024,3
2024,2,29,10014876058,Renta Variable,1012,7945080,1466,PN,2024,2
2024,3,22,10041560001,Renta Variable,1004,1062500,1466,PN,2024,3
2023,12,4,10020203023,FICs,1009,1975472.35,1468,PR,2023,12
2024,1,29,10020203023,FICs,1020,63918474.83,1468,PR,2024,1
2024,3,22,10039538018,FICs,10007,336909.46,1468,PN,2024,3
2024,2,20,10038643094,Renta Variable,1005,101018,1466,PN,2024,2
2023,12,8,10041560001,Renta Variable,1004,1232500,1466,PN,2023,12
2024,5,14,10032184607,Renta Variable,1017,9600000,1468,PN,2024,5
2024,1,29,10032184607,Renta Variable,1015,5770000,1468,PN,2024,1
2023,12,11,1.00109E+12,FICs,10007,1687.46,1468,PN,2023,12
2024,4,22,10032184607,Renta Variable,1016,6320160,1468,PN,2024,4
2024,4,16,1.00101E+12,FICs,10007,30873432.46,1468,PN,2024,4
2024,1,2,10041560001,Renta Variable,1004,1170000,1466,PN,2024,1
2024,3,21,10079142847,Renta Variable,1014,3751300,1468,PF,2024,3
2024,3,18,1.00114E+12,FICs,10007,10424.95,1468,PN,2024,3
2024,1,9,1.009E+11,FICs,10007,952037631.9,1467,PF,2024,1
2024,2,19,10032184607,FICs,1019,77177.29,1468,PN,2024,2
2024,2,22,10014876058,Renta Variable,1012,7935820,1466,PN,2024,2
2024,2,6,1.008E+11,FICs,1019,425865192.6,1467,PY,2024,2
2024,3,25,10079142847,Renta Variable,1017,2945000,1468,PF,2024,3
2024,3,29,10032184607,FICs,1019,78076.19,1468,PN,2024,3
2024,3,13,10020203023,FICs,None,396033390.6,1468,PR,2024,3
2024,1,22,10039616197,Renta Variable,1012,14432960,1466,PN,2024,1
2023,12,8,10036346714,Renta Variable,1004,1232500,1466,PN,2023,12
2024,3,8,10021382511,Renta Variable,1004,2090000,1466,PN,2024,3
2024,5,15,10039553126,FICs,1018,650734.95,1466,PN,2024,5
2023,12,8,10038643094,Renta Variable,1005,74810.5,1466,PN,2023,12
2024,3,21,10041560001,Renta Variable,1004,1062500,1466,PN,2024,3
2024,4,9,10032184607,Renta Variable,1017,8192000,1468,PN,2024,4
2023,12,20,1.008E+11,FICs,1019,379720680.6,1467,PY,2023,12
2024,2,28,1.00101E+12,FICs,10007,28047078.6,1468,PN,2024,2
2024,3,8,10041560001,Renta Variable,1004,1045000,1466,PN,2024,3
2024,4,19,10039616197,Renta Variable,1012,15247040,1466,PN,2024,4
2023,12,21,1.00901E+11,FICs,1019,1035248737,1467,EG,2023,12
2024,4,1,1.008E+11,FICs,1019,319123005.3,1467,PY,2024,4
2024,3,25,10042890695,FICs,10007,30403018.82,None,PN,2024,3
2023,12,7,1.009E+11,FICs,1019,21432847.61,1467,PF,2023,12
2024,5,9,1.009E+11,FICs,10007,29414066.34,1467,PF,2024,5
2024,4,18,10039616197,Renta Variable,1004,2230000,1466,PN,2024,4
2023,12,19,1.0089E+11,FICs,1008,21594590.17,1468,PR,2023,12
2024,1,17,1.009E+11,FICs,10007,955108983.9,1467,PF,2024,1
2023,12,13,10032184607,Renta Variable,1017,4920000,1468,PN,2023,12
2024,2,15,10020203023,Renta Fija,1001,659068500,1468,PR,2024,2
2024,1,15,1004870235,Renta Variable,1004,7861250,1469,PN,2024,1
2024,1,26,1.009E+11,FICs,10007,956477829.4,1467,PF,2024,1
2024,3,29,10032184607,Renta Variable,1016,5290740,1468,PN,2024,3
2024,3,4,10020203023,Renta Fija,1001,663024000,1468,PR,2024,3
2024,1,17,1.00109E+12,FICs,10007,1718.55,1468,PN,2024,1
2024,3,29,1.00902E+11,FICs,1019,1060418640,1467,PF,2024,3
2024,1,16,10032184607,Renta Variable,1022,4560276.12,1468,PN,2024,1
2024,4,18,10038643094,FICs,10007,290294.62,1466,PN,2024,4
2024,3,27,1.00114E+12,Renta Variable,1004,1995000,1466,PN,2024,3
2023,12,18,10021382511,Renta Variable,1004,2365000,1466,PN,2023,12
2023,12,19,10066848163,FICs,10007,10831067.86,1466,PN,2023,12
2024,1,23,1.00103E+12,Renta Variable,1004,1132500,1468,PN,2024,1
2024,3,15,10036346714,Renta Variable,1004,1060000,1466,PN,2024,3
2024,2,7,10079142847,Renta Variable,1014,3617900,1468,PF,2024,2
2024,3,7,1.00103E+12,Renta Variable,1004,1042500,1468,PN,2024,3
2024,2,21,1.00901E+11,FICs,1019,1054972510,1467,EG,2024,2
2024,2,19,10039538018,FICs,10007,333566.99,1468,PN,2024,2
2024,3,19,1.008E+11,FICs,1019,318089157.4,1467,PY,2024,3
2024,5,9,1.00103E+12,Renta Variable,1004,1140000,1468,PN,2024,5
2023,11,28,1.00105E+12,Renta Variable,1004,2520000,1466,PN,2023,11
2024,4,8,10021382511,Renta Variable,1004,2290000,1466,PN,2024,4
2024,3,13,1.00103E+12,Renta Variable,1004,1037500,1468,PN,2024,3
2024,2,5,10041560001,Renta Variable,1004,1160000,1466,PN,2024,2
2024,3,4,10032184607,Renta Variable,1014,7097200,1468,PN,2024,3
2024,2,21,10020203023,FICs,10007,150537369.6,1468,PR,2024,2
2024,1,5,10079414250,Renta Variable,1004,1202500,1466,PN,2024,1
2024,1,25,1.00105E+12,Renta Variable,1004,2290000,1466,PN,2024,1
2024,4,26,1.00901E+11,FICs,1019,1072089686,1467,EG,2024,4
2024,2,23,10032184607,Renta Variable,1017,6600000,1468,PN,2024,2
2024,3,27,1.008E+11,FICs,1019,318746714.5,1467,PY,2024,3
2024,4,16,10038643094,FICs,1018,85926496.05,1466,PN,2024,4
2023,11,23,10026419826,Renta Variable,1005,74810.5,1466,PN,2023,11
2024,2,5,10038643094,FICs,1018,85631634.15,1466,PN,2024,2
2024,3,19,1.00901E+11,FICs,1019,1063302021,1467,EG,2024,3
2024,1,29,1.008E+11,FICs,1019,425107115.1,1467,PY,2024,1
2024,4,11,10020203023,FICs,1019,141190928.8,1468,PR,2024,4
2024,1,30,10079142847,Renta Variable,1004,3558970,1468,PF,2024,1
2024,2,14,1.00901E+11,FICs,1019,1052484106,1467,EG,2024,2
2024,2,14,1.00902E+11,FICs,1019,1046483135,1467,PF,2024,2
2024,1,22,10079142847,Renta Variable,1004,3417800,1468,PF,2024,1
2024,5,2,10020203023,Renta Fija,1000,368297920,1468,PR,2024,5
2024,1,4,1.009E+11,FICs,1019,21686665.81,1467,PF,2024,1
2024,4,25,1.008E+11,FICs,1019,521726109.3,1467,PY,2024,4
2024,4,25,1.00901E+11,FICs,1019,1071911712,1467,EG,2024,4
2024,3,4,1.00109E+12,FICs,10007,1740.85,1468,PN,2024,3
2024,2,22,10020203023,FICs,1020,64449878.56,1468,PR,2024,2
2024,4,18,1.0083E+11,Renta Variable,1005,158800,1466,PY,2024,4
2023,11,30,10079142847,Renta Variable,1017,1906500,1468,PF,2023,11
2024,2,23,1.00101E+12,FICs,10007,31513869.66,1468,PN,2024,2
2023,12,6,1.00103E+12,Renta Variable,1004,1257500,1468,PN,2023,12
2024,3,1,10039616197,Renta Variable,1012,14178560,1466,PN,2024,3
2023,12,4,10079142847,Renta Variable,1004,3781870,1468,PF,2023,12
2024,2,12,10020203023,FICs,10007,7930829.18,1468,PR,2024,2
2024,2,8,10020203023,FICs,10007,7921730.53,1468,PR,2024,2
2024,4,8,1.00101E+12,FICs,10007,30869732.47,1468,PN,2024,4
2024,1,31,10020203023,FICs,1019,118673525.8,1468,PR,2024,1
2024,4,10,1.00101E+12,FICs,10007,30869732.47,1468,PN,2024,4
2024,2,14,1004870235,Renta Variable,1004,7530250,1469,PN,2024,2
2023,12,20,10039616197,Renta Variable,1005,74810.5,1466,PN,2023,12
2024,1,30,1004870235,Renta Variable,1004,7927450,1469,PN,2024,1
2023,11,24,1.009E+11,FICs,10007,691063971.3,1467,PF,2023,11
2024,4,19,10098522488,Renta Variable,1004,3337500,1466,PN,2024,4
2024,2,26,10039616197,Renta Variable,1005,101018,1466,PN,2024,2
2023,11,28,10020203023,FICs,1010,151635401.5,1468,PR,2023,11
2024,4,29,10079414250,Renta Variable,1004,1150000,1466,PN,2024,4
2024,2,19,10066848163,FICs,10007,2617652.48,1466,PN,2024,2
2024,5,15,1004870235,Renta Variable,1004,7679200,1469,PN,2024,5
2024,2,20,10020203023,FICs,1010,3078990.27,1468,PR,2024,2
2024,1,8,1.00114E+12,FICs,10007,10213.12,1468,PN,2024,1
2024,1,8,10041560001,Renta Variable,1004,1222500,1466,PN,2024,1
2024,5,2,10079414250,Renta Variable,1004,1140000,1466,PN,2024,5
2024,5,3,10038643094,FICs,10007,291479.91,1466,PN,2024,5
2024,3,25,10032184607,Renta Variable,1015,7060000,1468,PN,2024,3
2024,3,7,1.00114E+12,FICs,10007,10390.99,1468,PN,2024,3
2024,3,26,10041560001,Renta Variable,1004,1057500,1466,PN,2024,3
2024,3,1,10041560001,Renta Variable,1004,1145000,1466,PN,2024,3
2023,12,14,1.0083E+11,Renta Variable,1005,124658,1466,PY,2023,12
2024,1,8,1.00114E+12,FICs,10007,10213.12,1468,PN,2024,1
2024,2,9,10039616197,Renta Variable,1004,2340000,1466,PN,2024,2
2024,3,8,1.00114E+12,Renta Variable,1004,2090000,1466,PN,2024,3
2023,11,27,10079414250,Renta Variable,1004,1287500,1466,PN,2023,11
2024,3,14,10032184607,Renta Variable,1011,7384300,1468,PN,2024,3
2024,2,2,1.0089E+11,FICs,1008,22081600.8,1468,PR,2024,2
2024,1,24,1.00103E+12,Renta Variable,1004,1147500,1468,PN,2024,1
2023,11,24,10032184607,Renta Variable,1017,4800000,1468,PN,2023,11
2023,12,20,1.00901E+11,FICs,1019,1034123009,1467,EG,2023,12
2024,3,11,1.0089E+11,FICs,1008,22338058.36,1468,PR,2024,3
2024,4,18,10039616197,Renta Variable,1012,15603200,1466,PN,2024,4
2024,1,5,1.009E+11,FICs,1019,21694702.68,1467,PF,2024,1
2024,3,14,1.0083E+11,Renta Variable,1005,150860,1466,PY,2024,3
2024,2,8,1.00101E+12,FICs,10007,32053618.8,1468,PN,2024,2
2024,2,26,10039616197,Renta Variable,1012,14500800,1466,PN,2024,2
2024,3,8,1.00103E+12,Renta Variable,1004,1045000,1468,PN,2024,3
2024,5,1,10020203023,FICs,1020,65950757.61,1468,PR,2024,5
2023,12,13,10079142847,Renta Variable,1004,3655560,1468,PF,2023,12
2024,2,28,10032184607,Renta Variable,1022,4560276.12,1468,PN,2024,2
2024,1,23,10026419826,Renta Variable,1005,102924,1466,PN,2024,1
2024,1,17,10036346714,Renta Variable,1004,1167500,1466,PN,2024,1
2024,5,15,10020203023,FICs,1020,66284271.18,1468,PR,2024,5
2024,3,11,10020203023,Renta Fija,1000,366737700,1468,PR,2024,3
2024,3,22,10020203023,Renta Fija,1000,365264400,1468,PR,2024,3
2024,1,31,10071747544,FICs,10007,614719.51,1469,PN,2024,1
2024,1,8,1.009E+11,FICs,1019,21718476.34,1467,PF,2024,1
2023,12,15,10032184607,Renta Variable,1011,7784340,1468,PN,2023,12
2024,2,7,10032184607,FICs,1019,76863.14,1468,PN,2024,2
2023,11,24,1.00114E+12,FICs,10007,10005.05,1468,PN,2023,11
2024,4,11,10039553126,FICs,1018,647358.17,1466,PN,2024,4
2023,12,14,10079142847,Renta Variable,1014,3300500,1468,PF,2023,12
2024,2,22,10036346714,Renta Variable,1004,1165000,1466,PN,2024,2
2024,3,27,10039616197,Renta Variable,1004,1995000,1466,PN,2024,3
2024,3,8,1.00114E+12,FICs,10007,10394.71,1468,PN,2024,3
2024,1,5,10036346714,Renta Variable,1004,1202500,1466,PN,2024,1
2023,11,30,1.0089E+11,FICs,1019,142458018.9,1468,PR,2023,11
2024,3,6,10071747544,FICs,10007,368817.5,1469,PN,2024,3
2023,12,20,10039553126,FICs,1018,627849.89,1466,PN,2023,12
2023,11,24,1.009E+11,FICs,1019,21346542.46,1467,PF,2023,11
2024,4,25,10039616197,Renta Variable,1012,15433600,1466,PN,2024,4
2024,5,9,1.0083E+11,Renta Variable,1005,158800,1466,PY,2024,5
2024,4,18,10032184607,Renta Variable,None,4495500,1468,PN,2024,4
2024,3,29,10032184607,Renta Variable,1017,7416000,1468,PN,2024,3
2024,3,14,10079142847,Renta Variable,1017,2855100,1468,PF,2024,3
2024,5,1,10014876058,Renta Variable,1012,8695140,1466,PN,2024,5
2024,1,19,10020203023,Renta Fija,1001,668972000,1468,PR,2024,1
2024,3,15,10079414250,Renta Variable,1004,1060000,1466,PN,2024,3
2024,4,30,1004870235,Renta Variable,1004,7646100,1469,PN,2024,4
2023,12,14,1.009E+11,FICs,10007,394247846.5,1467,PF,2023,12
2024,1,30,10032184607,Renta Variable,1002,9870000,1468,PN,2024,1
2024,2,21,10032184607,Renta Variable,1016,4987500,1468,PN,2024,2
2023,12,18,10032184607,Renta Variable,1016,4189500,1468,PN,2023,12
2024,3,8,10038643094,FICs,1018,86469936.05,1466,PN,2024,3
2024,1,16,10032184607,Renta Variable,1011,8357000,1468,PN,2024,1
2024,4,19,10032184607,Renta Variable,1022,3287434.68,1468,PN,2024,4
2024,1,24,10020203023,FICs,1019,118462034.5,1468,PR,2024,1
2024,2,28,10038643094,Renta Variable,1005,90535,1466,PN,2024,2
2023,12,15,10020203023,FICs,1019,94410203.35,1468,PR,2023,12
2023,12,19,10032184607,Renta Variable,1015,4445000,1468,PN,2023,12
2024,4,4,10026419826,Renta Variable,1005,90535,1466,PN,2024,4
2024,3,18,10038643094,FICs,1018,86570933.36,1466,PN,2024,3
2024,3,13,1.00114E+12,Renta Variable,1004,2075000,1466,PN,2024,3
2024,3,12,1.00101E+12,FICs,10007,30675740.91,1468,PN,2024,3
2023,12,12,10032184607,Renta Variable,1011,7011660,1468,PN,2023,12
2024,1,26,10032184607,Renta Variable,1016,5306700,1468,PN,2024,1
2024,4,15,10039616197,Renta Variable,1004,2240000,1466,PN,2024,4
2024,1,26,10039616197,Renta Variable,1012,14331200,1466,PN,2024,1
2024,1,26,10038643094,FICs,1018,85379705.67,1466,PN,2024,1
2024,2,28,1.009E+11,FICs,10007,616339029.8,1467,PF,2024,2
2024,3,8,10020203023,FICs,1020,64791054.59,1468,PR,2024,3
2024,1,2,10039616197,Renta Variable,1012,13127040,1466,PN,2024,1
2024,2,1,1.00101E+12,FICs,10007,29660828.44,1468,PN,2024,2
2023,12,11,1.008E+11,FICs,1019,318323308.2,1467,PY,2023,12
2024,2,29,10020203023,FICs,10007,146855344.4,1468,PR,2024,2
2024,2,22,1.009E+11,FICs,1019,21983948.23,1467,PF,2024,2
2024,1,30,10038643094,FICs,1018,85499947.57,1466,PN,2024,1
2023,12,14,1.0089E+11,FICs,1008,21471579.32,1468,PR,2023,12
2024,3,22,1004870235,Renta Variable,1004,7033750,1469,PN,2024,3
2024,2,9,1.00114E+12,Renta Variable,1004,2340000,1466,PN,2024,2
2023,11,24,10020203023,Renta Fija,1000,424237600,1468,PR,2023,11
2023,12,11,10032184607,Renta Variable,None,3840600,1468,PN,2023,12
2024,3,5,10032184607,Renta Variable,1015,5950000,1468,PN,2024,3
2024,3,11,10020203023,FICs,1008,156288340.3,1468,PR,2024,3
2024,1,16,1.00109E+12,FICs,10007,1717.79,1468,PN,2024,1
2024,1,23,10032184607,Renta Variable,1017,6936000,1468,PN,2024,1
2024,4,23,10036346714,Renta Variable,1004,1130000,1466,PN,2024,4
2024,1,26,10038643094,FICs,10007,284442.11,1466,PN,2024,1
2024,2,15,10032184607,Renta Variable,1017,6344000,1468,PN,2024,2
2024,3,4,10079142847,Renta Variable,1004,3328640,1468,PF,2024,3
2024,3,22,10042890695,FICs,10007,30380669.09,None,PN,2024,3
2024,5,9,1004870235,Renta Variable,1004,7546800,1469,PN,2024,5
2024,1,17,1.0089E+11,FICs,1019,145061351.3,1468,PR,2024,1
2024,2,27,1.00114E+12,Renta Variable,1004,2340000,1466,PN,2024,2
2024,5,10,10021382511,Renta Variable,1004,2280000,1466,PN,2024,5
2024,3,27,10079142847,Renta Variable,1014,3778900,1468,PF,2024,3
2024,2,6,10020203023,Renta Fija,1001,671320000,1468,PR,2024,2
2024,5,10,10042890695,FICs,10007,28669569.42,None,PN,2024,5
2024,3,26,10032184607,Renta Variable,1014,7255600,1468,PN,2024,3
2024,4,2,1.00902E+11,FICs,1019,1060959926,1467,PF,2024,4
2024,3,20,10014876058,Renta Variable,1012,8935900,1466,PN,2024,3
2024,1,19,10039538018,FICs,10007,330841.9,1468,PN,2024,1
2024,4,25,10020203023,FICs,1008,156375837.6,1468,PR,2024,4
2024,2,13,10032184607,Renta Variable,1014,6789200,1468,PN,2024,2
2024,1,8,1.0083E+11,Renta Variable,1005,144508,1466,PY,2024,1
2024,2,12,10038643094,FICs,10007,285736.47,1466,PN,2024,2
2024,4,8,10032184607,Renta Variable,1022,3287434.68,1468,PN,2024,4
2024,3,15,1.00114E+12,Renta Variable,1004,2120000,1466,PN,2024,3
2024,3,4,10032184607,Renta Variable,1017,7320000,1468,PN,2024,3
2024,3,5,10038643094,FICs,1018,86345716.16,1466,PN,2024,3
2024,3,8,1.00105E+12,Renta Variable,1004,2090000,1466,PN,2024,3
2024,2,6,10039616197,Renta Variable,1004,2320000,1466,PN,2024,2
2024,3,27,10041560001,Renta Variable,1004,997500,1466,PN,2024,3
2024,1,30,1.00109E+12,FICs,10007,1722.68,1468,PN,2024,1
2023,12,13,10079142847,Renta Variable,1014,3243000,1468,PF,2023,12
2024,2,13,10020203023,FICs,1019,119126292.8,1468,PR,2024,2
2024,3,18,10032184607,Renta Variable,1022,3941860.56,1468,PN,2024,3
2023,12,11,10079142847,Renta Variable,1014,3208500,1468,PF,2023,12
2024,2,29,1.008E+11,FICs,1019,231320349.1,1467,PY,2024,2
2024,2,2,1.00103E+12,Renta Variable,1004,1172500,1468,PN,2024,2
2024,4,24,10032184607,Renta Variable,1014,6965200,1468,PN,2024,4
2024,1,9,1.00109E+12,FICs,10007,1713.68,1468,PN,2024,1
2023,12,21,10039616197,Renta Variable,1005,82911,1466,PN,2023,12
2023,12,5,1.0089E+11,FICs,1019,142680941.9,1468,PR,2023,12
2023,11,27,10032184607,Renta Variable,1016,4452840,1468,PN,2023,11
2024,3,5,1.00114E+12,FICs,10007,10381.48,1468,PN,2024,3
2024,4,5,10039616197,Renta Variable,1005,90535,1466,PN,2024,4
2024,3,4,1.009E+11,FICs,1019,22048401.14,1467,PF,2024,3
2023,11,27,1.00105E+12,Renta Variable,1004,2575000,1466,PN,2023,11
2024,5,9,1.009E+11,FICs,10007,29414066.34,1467,PF,2024,5
2024,2,2,10032184607,Renta Variable,1016,5266800,1468,PN,2024,2
2024,2,27,1.0089E+11,FICs,1019,146504829.4,1468,PR,2024,2
2024,1,23,10039553126,FICs,1018,641271.99,1466,PN,2024,1
2024,1,24,10026419826,Renta Variable,1005,102924,1466,PN,2024,1
