ingestion_year,ingestion_month,ingestion_day,id_sistema_cliente,simbol,cusip,isin,nombre_activo,cantidad,valor_mercado,fecha_vencimiento,tasa_cupon
2024,3,1,10026419826,nan,PER902SD3,CH1234256894,UBS AG LKD TO INDU SPX NDX ISIN#CH1234256894 11.200% 06/06/24 REG DTD 12/07/22 ,100000,101370,6/06/2024,11.2
2024,3,1,10026419826,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,632.06,45369.27,1/01/1900,0
2024,3,1,10026419826,nan,P15383EG6,XS2737008388,BANISTMO S A MEDIUM TERM NOTES ISIN#XS2737008388 6.250% 06/19/25 REG DTD 12/19/23 ,213000,213000,06/19/2025,6.25
2024,3,1,10026419826,nan,N144RLH40,XS2436023944,BNP PARIBAS ISSUANCE BV LKD NDX INDU SPX ISIN#XS2436023944 0.000% 04/01/24 REG DTD 09/30/22 ,50000,52945,4/01/2024,0
2024,3,1,10026419826,ISVFF,G4R54M607,IE00B43HR379,ISHARES V PLC - ISHARES S&P 500 HEALTH CARE SECTOR UCITS ETF ACCUM PTG ISIN#IE00B43HR379 ,1500,15599.25,1/01/1900,0
2024,3,1,10026419826,nan,P139233K4,XS2564812191,BANCOLOMBIA PANAMA SA ISIN#XS2564812191 5.400% 12/07/23 REG DTD 12/07/22 ,200000,199393.4,12/07/2023,5.4
2024,3,1,10026419826,nan,P139233K4,XS2564812191,BANCOLOMBIA PANAMA SA ISIN#XS2564812191 5.400% 12/07/23 REG DTD 12/07/22 ,200000,199970.8,12/07/2023,5.4
2024,3,1,10026419826,ISVIF,G4955H482,IE00B3VWN518,ISHARES VII PLC - ISHARES USD TREASURY BOND 7-10YR UCITS ETF USD (ACC) ACCUM ISIN#IE00B3VWN518 ,2027,282451.5,1/01/1900,0
2024,3,1,10026419826,USD,USD999997,Liquidez,CASH,0,65310.41,1/01/1900,0
2024,3,1,10026419826,nan,ZN7175674,CH1234256803,UBS AG LONDON LKD TO INDU SPX & NDX ISIN#CH1234256803 11.200% 06/06/24 REG DTD 12/07/22 ,100000,100560,6/06/2024,11.2
2024,3,1,10026419826,nan,ZN7175674,CH1234256803,UBS AG LONDON LKD TO INDU SPX & NDX ISIN#CH1234256803 11.200% 06/06/24 REG DTD 12/07/22 ,100000,103220,6/06/2024,11.2
2024,3,1,10026419826,nan,N144SAH68,XS2506535900,BNP PARIBAS ISSUANCE B V LKD TO DJ INDUSTR AVERAGE NASDAQ 100 S&P 500 0.000% 12/09/24 REG DTD 06/09/23,50000,51660,12/09/2024,0
2024,3,1,10026419826,nan,N144RLH73,XS2436024322,BNP PARIBAS BV TWIN WIN CERTIFICATE LKD TO INDU SPX NDX ISIN#XS2436024322 0.000% 04/01/24 REG DTD 09/30/22,50000,57350,4/01/2024,0
2024,3,1,10026419826,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,1668.9,1/01/1900,0
2024,3,1,10026419826,nan,L1049H191,LU0278466700,BGF FIXED INCOME GLOBAL OPPORTUNITIES FUND CLASS A2 (USD)  ,5649.07,85696.39,1/01/1900,0
2024,3,1,10026419826,nan,U1738W7K3,XS2565512410,CITIFIRST AUTOCALL NTS LKD TO DJI NDX & SPX ISIN#XS2565512410 0.000% 06/09/26 REG DTD 06/09/23,50000,47695,6/09/2026,0
2024,3,1,10026419826,ISVFF,G4R54M607,IE00B43HR379,ISHARES V PLC - ISHARES S&P 500 HEALTH CARE SECTOR UCITS ETF ACCUM PTG ISIN#IE00B43HR379 ,1500,14936.25,1/01/1900,0
2024,3,1,10026419826,nan,N144SAH68,XS2506535900,BNP PARIBAS ISSUANCE B V LKD TO DJ INDUSTR AVERAGE NASDAQ 100 S&P 500 0.000% 12/09/24 REG DTD 06/09/23,50000,49365,12/09/2024,0
2024,3,1,10026419826,nan,N144RLH40,XS2436023944,BNP PARIBAS ISSUANCE BV LKD NDX INDU SPX ISIN#XS2436023944 0.000% 04/01/24 REG DTD 09/30/22 ,50000,53810,4/01/2024,0
2024,3,1,10026419826,BNTM5022912,P15383CD5,USP15383CD50,BANISTMO SA REG S BOND ISIN#USP15383CD50 4.250% 07/31/27 B/E DTD 07/31/20 CLB ,200000,179500,07/31/2027,4.25
2024,3,1,10026419826,AVAL4362366,P09252AK6,USP09252AK62,BANCO DE BOGOTA SA REG S BOND ISIN#USP09252AK62 6.250% 05/12/26 B/E DTD 05/12/16 ,200000,192040,5/12/2026,6.25
2024,3,1,10026419826,ISVFF,G4R54M607,IE00B43HR379,ISHARES V PLC - ISHARES S&P 500 HEALTH CARE SECTOR UCITS ETF ACCUM PTG ISIN#IE00B43HR379 ,1500,15063.45,1/01/1900,0
2024,3,1,10026419826,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,7944.16,1/01/1900,0
2024,3,1,10026419826,nan,L1049H191,LU0278466700,BGF FIXED INCOME GLOBAL OPPORTUNITIES FUND CLASS A2 (USD)  ,5649.07,83549.75,1/01/1900,0
2024,3,1,10026419826,nan,L5447Q166,LU0426412945,NINETY ONE GSF GLOBAL FRANCHISE FUND CLASS A (ACC)(USD)  ,846.209,63169.5,1/01/1900,0
2024,3,1,10026419826,nan,PER902SD3,CH1234256894,UBS AG LKD TO INDU SPX NDX ISIN#CH1234256894 11.200% 06/06/24 REG DTD 12/07/22 ,100000,104900,6/06/2024,11.2
2024,3,1,10026419826,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,632.06,44250.52,1/01/1900,0
2024,3,1,10026419826,XLF,81369Y605,US81369Y6059,SELECT SECTOR SPDR TR FINANCIAL    ,470,16685,1/01/1900,0
2024,3,1,10026419826,nan,U1738W7K3,XS2565512410,CITIFIRST AUTOCALL NTS LKD TO DJI NDX & SPX ISIN#XS2565512410 0.000% 06/09/26 REG DTD 06/09/23,50000,49160,6/09/2026,0
2024,3,1,10026419826,ISVFF,G4R54M607,IE00B43HR379,ISHARES V PLC - ISHARES S&P 500 HEALTH CARE SECTOR UCITS ETF ACCUM PTG ISIN#IE00B43HR379 ,1500,15367.2,1/01/1900,0
2024,3,1,10026419826,BNTM5022912,P15383CD5,USP15383CD50,BANISTMO S A SR NT REG S ISIN#USP15383CD50 4.250% 07/31/27 B/E DTD 07/31/20 CLB ,200000,184024,07/31/2027,4.25
2024,3,1,10026419826,nan,L1049H191,LU0278466700,BGF FIXED INCOME GLOBAL OPPORTUNITIES FUND CLASS A2 (USD)  ,5649.07,85074.99,1/01/1900,0
2024,3,1,10026419826,nan,N144SAH68,XS2506535900,BNP PARIBAS ISSUANCE B V LKD TO DJ INDUSTR AVERAGE NASDAQ 100 S&P 500 0.000% 12/09/24 REG DTD 06/09/23,50000,51575,12/09/2024,0
2024,3,1,10026419826,BNTM5022912,P15383CD5,USP15383CD50,BANISTMO SA REG S BOND ISIN#USP15383CD50 4.250% 07/31/27 B/E DTD 07/31/20 CLB ,200000,179000,07/31/2027,4.25
2024,3,1,10026419826,AVAL4362366,P09252AK6,USP09252AK62,BANCO DE BOGOTA SA REG S BOND ISIN#USP09252AK62 6.250% 05/12/26 B/E DTD 05/12/16 ,200000,191894,5/12/2026,6.25
2024,3,1,10026419826,ISVIF,G4955H482,IE00B3VWN518,ISHARES VII PLC - ISHARES USD TREASURY BOND 7-10YR UCITS ETF USD (ACC) ACCUM ISIN#IE00B3VWN518 ,2027,277146.85,1/01/1900,0
2024,3,1,10026419826,nan,U1738W7K3,XS2565512410,CITIFIRST AUTOCALL NTS LKD TO DJI NDX & SPX ISIN#XS2565512410 0.000% 06/09/26 REG DTD 06/09/23,50000,49010,6/09/2026,0
2024,3,1,10026419826,nan,N144SAH68,XS2506535900,BNP PARIBAS ISSUANCE B V LKD TO DJ INDUSTR AVERAGE NASDAQ 100 S&P 500 0.000% 12/09/24 REG DTD 06/09/23,50000,51800,12/09/2024,0
2024,3,1,10026419826,AVAL4362366,P09252AK6,USP09252AK62,BANCO DE BOGOTA SA SUB NT REG S ISIN#USP09252AK62 6.250% 05/12/26 B/E DTD 05/12/16 ,200000,193692,5/12/2026,6.25
2024,3,1,10026419826,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,632.06,43264.51,1/01/1900,0
2024,3,1,10026419826,nan,ZN7175674,CH1234256803,UBS AG LONDON LKD TO INDU SPX & NDX ISIN#CH1234256803 11.200% 06/06/24 REG DTD 12/07/22 ,100000,100510,6/06/2024,11.2
2024,3,1,10026419826,nan,PER902SD3,CH1234256894,UBS AG LKD TO INDU SPX NDX ISIN#CH1234256894 11.200% 06/06/24 REG DTD 12/07/22 ,100000,106660,6/06/2024,11.2
2024,3,1,10026419826,nan,ZG4855265,CH1308762611,UBS AG LONDON LNKD TO SPX NDX INDU ISIN#CH1308762611 0.000% 06/06/25 REG DTD 12/07/23 ,73000,73000,6/06/2025,0
2024,3,1,10026419826,nan,U1738W7K3,XS2565512410,CITIFIRST AUTOCALL NTS LKD TO DJI NDX & SPX ISIN#XS2565512410 0.000% 06/09/26 REG DTD 06/09/23,50000,48155,6/09/2026,0
2024,3,1,10026419826,nan,L1049H191,LU0278466700,BGF FIXED INCOME GLOBAL OPPORTUNITIES FUND CLASS A2 (USD)  ,5649.07,84171.14,1/01/1900,0
2024,3,1,10026419826,USD,USD999997,Liquidez,CASH,0,-73000,1/01/1900,0
2024,3,1,10026419826,nan,N144RLH40,XS2436023944,BNP PARIBAS ISSUANCE BV LKD NDX INDU SPX ISIN#XS2436023944 0.000% 04/01/24 REG DTD 09/30/22 ,50000,52895,4/01/2024,0
2024,3,1,10026419826,XLF,81369Y605,US81369Y6059,SELECT SECTOR SPDR TR FINANCIAL    ,470,16811.9,1/01/1900,0
2024,3,1,10026419826,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,632.06,44288.44,1/01/1900,0
2024,3,1,10026419826,ISVIF,G4955H482,IE00B3VWN518,ISHARES VII PLC - ISHARES USD TREASURY BOND 7-10YR UCITS ETF USD (ACC) ACCUM ISIN#IE00B3VWN518 ,2027,285361.06,1/01/1900,0
2024,3,1,10026419826,nan,P139233K4,XS2564812191,BANCOLOMBIA PANAMA SA ISIN#XS2564812191 5.400% 12/07/23 REG DTD 12/07/22 ,200000,199990.8,12/07/2023,5.4
2024,3,1,10026419826,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,276411.03,1/01/1900,0
2024,3,1,10026419826,AVAL4362366,P09252AK6,USP09252AK62,BANCO DE BOGOTA SA REG S BOND ISIN#USP09252AK62 6.250% 05/12/26 B/E DTD 05/12/16 ,200000,195472,5/12/2026,6.25
2024,3,1,10026419826,nan,N144RLH73,XS2436024322,BNP PARIBAS BV TWIN WIN CERTIFICATE LKD TO INDU SPX NDX ISIN#XS2436024322 0.000% 04/01/24 REG DTD 09/30/22,50000,57350,4/01/2024,0
2024,3,1,10026419826,BNTM5022912,P15383CD5,USP15383CD50,BANISTMO SA REG S BOND ISIN#USP15383CD50 4.250% 07/31/27 B/E DTD 07/31/20 CLB ,200000,180474,07/31/2027,4.25
2024,3,1,10026419826,nan,N144SAH68,XS2506535900,BNP PARIBAS ISSUANCE B V LKD TO DJ INDUSTR AVERAGE NASDAQ 100 S&P 500 0.000% 12/09/24 REG DTD 06/09/23,50000,50205,12/09/2024,0
2024,3,1,10026419826,nan,U1738W7K3,XS2565512410,CITIFIRST AUTOCALL NTS LKD TO DJI NDX & SPX ISIN#XS2565512410 0.000% 06/09/26 REG DTD 06/09/23,50000,49275,6/09/2026,0
2024,3,1,10026419826,nan,ZN7175674,CH1234256803,UBS AG LONDON LKD TO INDU SPX & NDX ISIN#CH1234256803 11.200% 06/06/24 REG DTD 12/07/22 ,100000,100710,6/06/2024,11.2
2024,3,1,10026419826,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,73311.81,1/01/1900,0
2024,3,1,10026419826,nan,N144RLH40,XS2436023944,BNP PARIBAS ISSUANCE BV LKD NDX INDU SPX ISIN#XS2436023944 0.000% 04/01/24 REG DTD 09/30/22 ,50000,53865,4/01/2024,0
2024,3,1,10026419826,nan,L1049H191,LU0278466700,BGF FIXED INCOME GLOBAL OPPORTUNITIES FUND CLASS A2 (USD)  ,5649.07,86261.3,1/01/1900,0
2024,3,1,10026419826,ISVFF,G4R54M607,IE00B43HR379,ISHARES V PLC - ISHARES S&P 500 HEALTH CARE SECTOR UCITS ETF ACCUM PTG ISIN#IE00B43HR379 ,1500,15420.3,1/01/1900,0
2024,3,1,10026419826,nan,P139233K4,XS2564812191,BANCOLOMBIA PANAMA SA ISIN#XS2564812191 5.400% 12/07/23 REG DTD 12/07/22 ,200000,199989.8,12/07/2023,5.4
2024,3,1,10026419826,BNTM5022912,P15383CD5,USP15383CD50,BANISTMO SA REG S BOND ISIN#USP15383CD50 4.250% 07/31/27 B/E DTD 07/31/20 CLB ,200000,180474,07/31/2027,4.25
2024,3,1,10026419826,nan,N144SAH68,XS2506535900,BNP PARIBAS ISSUANCE B V LKD TO DJ INDUSTR AVERAGE NASDAQ 100 S&P 500 0.000% 12/09/24 REG DTD 06/09/23,50000,52125,12/09/2024,0
2024,3,1,10026419826,ISVFF,G4R54M607,IE00B43HR379,ISHARES V PLC - ISHARES S&P 500 HEALTH CARE SECTOR UCITS ETF ACCUM PTG ISIN#IE00B43HR379 ,1500,15416.4,1/01/1900,0
2024,3,1,10026419826,XLF,81369Y605,US81369Y6059,SELECT SECTOR SPDR TR FINANCIAL    ,470,16981.1,1/01/1900,0
2024,3,1,10026419826,USD,USD999997,Liquidez,CASH,0,-73000,1/01/1900,0
2024,3,1,10026419826,nan,N144RLH73,XS2436024322,BNP PARIBAS BV TWIN WIN CERTIFICATE LKD TO INDU SPX NDX ISIN#XS2436024322 0.000% 04/01/24 REG DTD 09/30/22,50000,55890,4/01/2024,0
2024,3,1,10026419826,nan,N144RLH40,XS2436023944,BNP PARIBAS ISSUANCE BV LKD NDX INDU SPX ISIN#XS2436023944 0.000% 04/01/24 REG DTD 09/30/22 ,50000,53865,4/01/2024,0
2024,3,1,10026419826,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,632.06,44136.75,1/01/1900,0
2024,3,1,10026419826,nan,U1738W7K3,XS2565512410,CITIFIRST AUTOCALL NTS LKD TO DJI NDX & SPX ISIN#XS2565512410 0.000% 06/09/26 REG DTD 06/09/23,50000,49305,6/09/2026,0
2024,3,1,10026419826,XLF,81369Y605,US81369Y6059,SELECT SECTOR SPDR TR FINANCIAL    ,470,16210.3,1/01/1900,0
2024,3,1,10026419826,nan,P139233K4,XS2564812191,BANCOLOMBIA PANAMA SA ISIN#XS2564812191 5.400% 12/07/23 REG DTD 12/07/22 ,200000,199454.6,12/07/2023,5.4
2024,3,1,10026419826,nan,PER902SD3,CH1234256894,UBS AG LKD TO INDU SPX NDX ISIN#CH1234256894 11.200% 06/06/24 REG DTD 12/07/22 ,100000,102920,6/06/2024,11.2
2024,3,1,10026419826,nan,ZG4855265,CH1308762611,UBS AG LONDON LNKD TO SPX NDX INDU ISIN#CH1308762611 0.000% 06/06/25 REG DTD 12/07/23 ,73000,73000,6/06/2025,0
2024,3,1,10026419826,AVAL4362366,P09252AK6,USP09252AK62,BANCO DE BOGOTA SA REG S BOND ISIN#USP09252AK62 6.250% 05/12/26 B/E DTD 05/12/16 ,200000,194830,5/12/2026,6.25
2024,3,1,10026419826,nan,N144RLH73,XS2436024322,BNP PARIBAS BV TWIN WIN CERTIFICATE LKD TO INDU SPX NDX ISIN#XS2436024322 0.000% 04/01/24 REG DTD 09/30/22,50000,57555,4/01/2024,0
2024,3,1,10026419826,nan,PER902SD3,CH1234256894,UBS AG LKD TO INDU SPX NDX ISIN#CH1234256894 11.200% 06/06/24 REG DTD 12/07/22 ,100000,106980,6/06/2024,11.2
2024,3,1,10026419826,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,73293.05,1/01/1900,0
2024,3,1,10026419826,ISVIF,G4955H482,IE00B3VWN518,ISHARES VII PLC - ISHARES USD TREASURY BOND 7-10YR UCITS ETF USD (ACC) ACCUM ISIN#IE00B3VWN518 ,2027,280382.75,1/01/1900,0
2024,3,1,10026419826,nan,L1049H191,LU0278466700,BGF FIXED INCOME GLOBAL OPPORTUNITIES FUND CLASS A2 (USD)  ,5649.07,86035.34,1/01/1900,0
2024,3,1,10026419826,nan,ZN7175674,CH1234256803,UBS AG LONDON LKD TO INDU SPX & NDX ISIN#CH1234256803 11.200% 06/06/24 REG DTD 12/07/22 ,100000,103250,6/06/2024,11.2
2024,3,1,10026419826,nan,N144RLH40,XS2436023944,BNP PARIBAS ISSUANCE BV LKD NDX INDU SPX ISIN#XS2436023944 0.000% 04/01/24 REG DTD 09/30/22 ,50000,54500,4/01/2024,0
2024,3,1,10026419826,nan,N144SAH68,XS2506535900,BNP PARIBAS ISSUANCE B V LKD TO DJ INDUSTR AVERAGE NASDAQ 100 S&P 500 0.000% 12/09/24 REG DTD 06/09/23,50000,52725,12/09/2024,0
2024,3,1,10026419826,ISVIF,G4955H482,IE00B3VWN518,ISHARES VII PLC - ISHARES USD TREASURY BOND 7-10YR UCITS ETF USD (ACC) ACCUM ISIN#IE00B3VWN518 ,2027,290513.09,1/01/1900,0
2024,3,1,10026419826,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,632.06,45950.76,1/01/1900,0
2024,3,1,10026419826,nan,ZN7175674,CH1234256803,UBS AG LONDON LKD TO INDU SPX & NDX ISIN#CH1234256803 11.200% 06/06/24 REG DTD 12/07/22 ,100000,101150,6/06/2024,11.2
2024,3,1,10026419826,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,1278.87,1/01/1900,0
2024,3,1,10026419826,ISVFF,G4R54M607,IE00B43HR379,ISHARES V PLC - ISHARES S&P 500 HEALTH CARE SECTOR UCITS ETF ACCUM PTG ISIN#IE00B43HR379 ,1500,16380.56,1/01/1900,0
2024,3,1,10026419826,nan,N144SAH68,XS2506535900,BNP PARIBAS ISSUANCE B V LKD TO DJ INDUSTR AVERAGE NASDAQ 100 S&P 500 0.000% 12/09/24 REG DTD 06/09/23,50000,49605,12/09/2024,0
2024,3,1,10026419826,nan,P15383EG6,XS2737008388,BANISTMO S A MEDIUM TERM NOTES ISIN#XS2737008388 6.250% 06/19/25 REG DTD 12/19/23 ,213000,213293.48,06/19/2025,6.25
2024,3,1,10026419826,nan,PER902SD3,CH1234256894,UBS AG LKD TO INDU SPX NDX ISIN#CH1234256894 11.200% 06/06/24 REG DTD 12/07/22 ,100000,110920,6/06/2024,11.2
2024,3,1,10026419826,BNTM5022912,P15383CD5,USP15383CD50,BANISTMO SA REG S BOND ISIN#USP15383CD50 4.250% 07/31/27 B/E DTD 07/31/20 CLB ,200000,185416,07/31/2027,4.25
2024,3,1,10026419826,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,632.06,42329.06,1/01/1900,0
2024,3,1,10026419826,AVAL4362366,P09252AK6,USP09252AK62,BANCO DE BOGOTA SA REG S BOND ISIN#USP09252AK62 6.250% 05/12/26 B/E DTD 05/12/16 ,200000,197118,5/12/2026,6.25
2024,3,1,10026419826,nan,N144RLH73,XS2436024322,BNP PARIBAS BV TWIN WIN CERTIFICATE LKD TO INDU SPX NDX ISIN#XS2436024322 0.000% 04/01/24 REG DTD 09/30/22,50000,58535,4/01/2024,0
2024,3,1,10026419826,nan,U1738W7K3,XS2565512410,CITIFIRST AUTOCALL NTS LKD TO DJI NDX & SPX ISIN#XS2565512410 0.000% 06/09/26 REG DTD 06/09/23,50000,50345,6/09/2026,0
2024,3,1,10026419826,nan,ZG4855265,CH1308762611,UBS AG LONDON LNKD TO SPX NDX INDU ISIN#CH1308762611 0.000% 06/06/25 REG DTD 12/07/23 ,73000,74817.7,6/06/2025,0
2024,3,1,10026419826,nan,L1049H191,LU0278466700,BGF FIXED INCOME GLOBAL OPPORTUNITIES FUND CLASS A2 (USD)  ,5649.07,88012.51,1/01/1900,0
2024,3,1,10026419826,XLF,81369Y605,US81369Y6059,SELECT SECTOR SPDR TR FINANCIAL    ,470,17672,1/01/1900,0
2024,3,1,10026419826,nan,U1738W7K3,XS2565512410,CITIFIRST AUTOCALL NTS LKD TO DJI NDX & SPX ISIN#XS2565512410 0.000% 06/09/26 REG DTD 06/09/23,50000,50195,6/09/2026,0
2024,3,1,10026419826,nan,N144RLH40,XS2436023944,BNP PARIBAS ISSUANCE BV LKD NDX INDU SPX ISIN#XS2436023944 0.000% 04/01/24 REG DTD 09/30/22 ,50000,54465,4/01/2024,0
2024,3,1,10026419826,nan,P15383EG6,XS2737008388,BANISTMO S A MEDIUM TERM NOTES ISIN#XS2737008388 6.250% 06/19/25 REG DTD 12/19/23 ,213000,213293.48,06/19/2025,6.25
2024,3,1,10026419826,nan,ZN7175674,CH1234256803,UBS AG LONDON LKD TO INDU SPX & NDX ISIN#CH1234256803 11.200% 06/06/24 REG DTD 12/07/22 ,100000,101060,6/06/2024,11.2
2024,3,1,10026419826,AVAL4362366,P09252AK6,USP09252AK62,BANCO DE BOGOTA SA REG S BOND ISIN#USP09252AK62 6.250% 05/12/26 B/E DTD 05/12/16 ,200000,196668,5/12/2026,6.25
2024,3,1,10026419826,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,1278.05,1/01/1900,0
2024,3,1,10026419826,nan,L1049H191,LU0278466700,BGF FIXED INCOME GLOBAL OPPORTUNITIES FUND CLASS A2 (USD)  ,5649.07,87673.57,1/01/1900,0
2024,3,1,10026419826,nan,PER902SD3,CH1234256894,UBS AG LKD TO INDU SPX NDX ISIN#CH1234256894 11.200% 06/06/24 REG DTD 12/07/22 ,100000,111210,6/06/2024,11.2
2024,3,1,10026419826,nan,L5447Q166,LU0426412945,NINETY ONE GSF GLOBAL FRANCHISE FUND CLASS A (ACC)(USD)  ,846.209,62103.28,1/01/1900,0
2024,3,1,10026419826,nan,U1738W7K3,XS2565512410,CITIFIRST AUTOCALL NTS LKD TO DJI NDX & SPX ISIN#XS2565512410 0.000% 06/09/26 REG DTD 06/09/23,50000,47940,6/09/2026,0
2024,3,1,10026419826,nan,P139233K4,XS2564812191,BANCOLOMBIA PANAMA SA ISIN#XS2564812191 5.400% 12/07/23 REG DTD 12/07/22 ,200000,199410.8,12/07/2023,5.4
2024,3,1,10026419826,nan,N144RLH73,XS2436024322,BNP PARIBAS BV TWIN WIN CERTIFICATE LKD TO INDU SPX NDX ISIN#XS2436024322 0.000% 04/01/24 REG DTD 09/30/22,50000,58465,4/01/2024,0
2024,3,1,10026419826,nan,ZG4855265,CH1308762611,UBS AG LONDON LNKD TO SPX NDX INDU ISIN#CH1308762611 0.000% 06/06/25 REG DTD 12/07/23 ,73000,74832.3,6/06/2025,0
2024,3,1,10026419826,ISVIF,G4955H482,IE00B3VWN518,ISHARES VII PLC - ISHARES USD TREASURY BOND 7-10YR UCITS ETF USD (ACC) ACCUM ISIN#IE00B3VWN518 ,2027,287416.44,1/01/1900,0
2024,3,1,10026419826,XLF,81369Y605,US81369Y6059,SELECT SECTOR SPDR TR FINANCIAL    ,470,15857.8,1/01/1900,0
2024,3,1,10026419826,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,276638.6,1/01/1900,0
2024,3,1,10026419826,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,632.06,45590.49,1/01/1900,0
2024,3,1,10026419826,ISVFF,G4R54M607,IE00B43HR379,ISHARES V PLC - ISHARES S&P 500 HEALTH CARE SECTOR UCITS ETF ACCUM PTG ISIN#IE00B43HR379 ,1500,16253.36,1/01/1900,0
2024,3,1,10026419826,nan,PER902SD3,CH1234256894,UBS AG LKD TO INDU SPX NDX ISIN#CH1234256894 11.200% 06/06/24 REG DTD 12/07/22 ,100000,102290,6/06/2024,11.2
2024,3,1,10026419826,nan,N144RLH73,XS2436024322,BNP PARIBAS BV TWIN WIN CERTIFICATE LKD TO INDU SPX NDX ISIN#XS2436024322 0.000% 04/01/24 REG DTD 09/30/22,50000,55535,4/01/2024,0
2024,3,1,10026419826,nan,N144SAH68,XS2506535900,BNP PARIBAS ISSUANCE B V LKD TO DJ INDUSTR AVERAGE NASDAQ 100 S&P 500 0.000% 12/09/24 REG DTD 06/09/23,50000,52615,12/09/2024,0
2024,3,1,10026419826,XLF,81369Y605,US81369Y6059,SELECT SECTOR SPDR TR FINANCIAL    ,470,17770.7,1/01/1900,0
2024,3,1,10026419826,BNTM5022912,P15383CD5,USP15383CD50,BANISTMO SA REG S BOND ISIN#USP15383CD50 4.250% 07/31/27 B/E DTD 07/31/20 CLB ,200000,184904,07/31/2027,4.25
2024,3,1,10026419826,AVAL4362366,P09252AK6,USP09252AK62,BANCO DE BOGOTA SA SUB NT REG S ISIN#USP09252AK62 6.250% 05/12/26 B/E DTD 05/12/16 ,200000,192752,5/12/2026,6.25
2024,3,1,10026419826,nan,ZN7175674,CH1234256803,UBS AG LONDON LKD TO INDU SPX & NDX ISIN#CH1234256803 11.200% 06/06/24 REG DTD 12/07/22 ,100000,101220,6/06/2024,11.2
2024,3,1,10026419826,nan,L1049H191,LU0278466700,BGF FIXED INCOME GLOBAL OPPORTUNITIES FUND CLASS A2 (USD)  ,5649.07,83888.69,1/01/1900,0
2024,3,1,10026419826,nan,N144SAH68,XS2506535900,BNP PARIBAS ISSUANCE B V LKD TO DJ INDUSTR AVERAGE NASDAQ 100 S&P 500 0.000% 12/09/24 REG DTD 06/09/23,50000,52945,12/09/2024,0
2024,3,1,10026419826,nan,P15383EG6,XS2737008388,BANISTMO S A MEDIUM TERM NOTES ISIN#XS2737008388 6.250% 06/19/25 REG DTD 12/19/23 ,213000,213293.48,06/19/2025,6.25
2024,3,1,10026419826,ISVFF,G4R54M607,IE00B43HR379,ISHARES V PLC - ISHARES S&P 500 HEALTH CARE SECTOR UCITS ETF ACCUM PTG ISIN#IE00B43HR379 ,1500,16335,1/01/1900,0
2024,3,1,10026419826,nan,L1049H191,LU0278466700,BGF FIXED INCOME GLOBAL OPPORTUNITIES FUND CLASS A2 (USD)  ,5649.07,87673.57,1/01/1900,0
2024,3,1,10026419826,ISVFF,G4R54M607,IE00B43HR379,ISHARES V PLC - ISHARES S&P 500 HEALTH CARE SECTOR UCITS ETF ACCUM PTG ISIN#IE00B43HR379 ,1500,15142.05,1/01/1900,0
2024,3,1,10026419826,nan,N144RLH40,XS2436023944,BNP PARIBAS ISSUANCE BV LKD NDX INDU SPX ISIN#XS2436023944 0.000% 04/01/24 REG DTD 09/30/22 ,50000,54600,4/01/2024,0
2024,3,1,10026419826,AVAL4362366,P09252AK6,USP09252AK62,BANCO DE BOGOTA SA REG S BOND ISIN#USP09252AK62 6.250% 05/12/26 B/E DTD 05/12/16 ,200000,196988,5/12/2026,6.25
2024,3,1,10026419826,BNTM5022912,P15383CD5,USP15383CD50,BANISTMO SA REG S BOND ISIN#USP15383CD50 4.250% 07/31/27 B/E DTD 07/31/20 CLB ,200000,187900,07/31/2027,4.25
2024,3,1,10026419826,ISVIF,G4955H482,IE00B3VWN518,ISHARES VII PLC - ISHARES USD TREASURY BOND 7-10YR UCITS ETF USD (ACC) ACCUM ISIN#IE00B3VWN518 ,2027,287531.77,1/01/1900,0
